"fecha_quincena","velocidad_promedio","direccion_promedio","tendencia","estacional","residuo"
2013-01-01,6.40572413793103,83.2965517241379,5.97307555508247,0.498538270011513,-0.0658896871629455
2013-02-01,6.92142857142857,68.7142857142857,5.91473855819829,0.427897285362392,0.578792727867893
2013-02-16,6.61344827586207,71.0344827586207,5.85640156131411,0.470536659713741,0.286510054834222
2013-03-01,9.32410041841004,121.81589958159,5.79806456442993,-0.0391993764862354,3.56523523046635
2013-03-16,5.57279279279279,133.63963963964,5.73972756754574,0.194161440518309,-0.361096215271261
2013-04-01,4.3975,154.5,5.68716269607867,-0.415575716472732,-0.874086979605942
2013-04-16,5.84045454545455,114.988636363636,5.6345978246116,0.196293700789453,0.00956302005348952
2013-05-01,4.25333333333333,112,5.58203295314453,-0.0040389600158244,-1.32466065979537
2013-06-01,4.735,75.625,5.52946808167746,-0.133503961303005,-0.660964120374456
2013-07-01,4.4365,94.3,5.47747748245374,-0.0302709585711484,-1.01070652388259
2013-07-16,4,157,5.42548688323002,-0.330284412355995,-1.09520247087403
2013-08-16,4.11153846153846,139.307692307692,5.3734962840063,-0.689995939432522,-0.57196188303532
2013-09-01,5.62060606060606,107.666666666667,5.32150568478258,-0.225573216915033,0.524673592738512
2013-09-16,4.51633333333333,119.233333333333,5.26781791300322,-0.324312988780737,-0.427171590889154
2013-10-01,4.21,150,5.21413014122387,0.000979025181004301,-1.00510916640487
2013-10-16,4.79928571428571,151.142857142857,5.16044236944451,0.111583426917809,-0.472740082076605
2013-11-16,6.16335260115607,79.5491329479769,5.10675459766515,0.355105948118787,0.701492055372129
2013-12-01,6.16807692307692,93.8727810650888,5.09640316981761,0.314019446312302,0.757654306947013
2013-12-16,5.42071428571429,112.940476190476,5.08605174197006,-0.0730136446476814,0.407676188391905
2014-01-01,4.76157894736842,117.745614035088,5.07570031412251,0.068943236825201,-0.383064603579295
2014-02-16,5.26384615384615,90.9487179487179,5.06534888627497,0.207716897643734,-0.00921963007254956
2014-03-01,5.71953488372093,96.0604651162791,5.12900898115289,-0.219776839315479,0.810302741883521
2014-04-01,5.55479591836735,114.377551020408,5.19266907603081,-0.18223040410519,0.544357246441729
2014-05-01,5.05676470588235,98.9558823529412,5.25632917090873,-0.177998944797082,-0.0215655202292933
2014-05-16,4.56875,118.875,5.31998926578665,0.498538270011513,-1.24977753579816
2014-06-01,4.51,88.8571428571429,5.38872811686836,0.427897285362392,-1.30662540223075
2014-06-16,5.119,150.4,5.45746696795007,0.470536659713741,-0.809003627663812
2014-07-01,4.93,150,5.52620581903178,-0.0391993764862354,-0.557006442545549
2014-09-01,4.3725,141,5.5949446701135,0.194161440518309,-1.4166061106318
2014-09-16,4.91384615384615,95.5384615384615,5.63516279038783,-0.415575716472732,-0.305740920068946
2014-10-01,4.944,133.5,5.67538091066217,0.196293700789453,-0.927674611451623
2014-10-16,5.25081632653061,91.8469387755102,5.71559903093651,-0.0040389600158244,-0.46074374439007
2014-10-31,4.87636363636364,129.909090909091,5.75581715121084,-0.133503961303005,-0.745949553544203
2014-11-16,7.02944262295082,116.540983606557,5.77731095392598,-0.0302709585711484,1.28240262759598
2014-12-01,9.71260869565217,107.913043478261,5.79880475664112,-0.330284412355995,4.24408835136705
2014-12-16,6.70760683760684,82.6324786324786,5.82029855935626,-0.689995939432522,1.5773042176831
2014-12-31,6.785,69.3333333333333,5.8417923620714,-0.225573216915033,1.16878085484363
2015-01-01,5.4128947368421,73.8157894736842,5.85763031420923,-0.324312988780737,-0.120422588586387
2015-02-01,6.76127272727273,95.1878787878788,5.87346826634706,0.000979025181004301,0.886825435744667
2015-02-16,5.68571428571429,77.3809523809524,5.88930621848488,0.111583426917809,-0.315175359688406
